Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
21.11.1988,Madison,Wisconsin,United States,43.0730517,-89.4012302,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
19.11.1988,Columbus,Ohio,United States,39.9611755,-82.9987942,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
18.11.1988,Cincinnati,Ohio,United States,39.1031182,-84.5120196,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
17.11.1988,Chicago,Illinois,United States,41.8781136,-87.6297982,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
15.11.1988,Toledo,Ohio,United States,41.6528052,-83.5378674,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
05.11.1988,Leiden,,Netherlands,52.1601144,4.4970097,Damaged Justice,3,20,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Breadfan
03.11.1988,Regensburg,,Germany,49.0134297,12.1016236,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
02.11.1988,Stuttgart,,Germany,48.7758459,9.1829321,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
01.11.1988,Frankfurt,,Germany,50.1109221,8.6821267,Damaged Justice,3,19,1,1,3,4,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,,,,,,,,,,,,,,,,Whiplash
31.10.1988,Paris,,France,48.856614,2.3522219,Damaged Justice,3,19,1,1,3,4,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,,,,,,,,,,,,,,,,Whiplash
29.10.1988,Brussels,,Belgium,50.8503463,4.3517211,Damaged Justice,3,20,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Breadfan
28.10.1988,Heidelberg,,Germany,49.3987524,8.6724335,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
27.10.1988,Dortmund,,Germany,51.5135872,7.4652981,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
26.10.1988,Cologne,,Germany,50.937531,6.9602786,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
24.10.1988,Hanover,,Germany,52.3758916,9.7320104,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
23.10.1988,Wurzburg,,Germany,49.7913044,9.9533548,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
22.10.1988,Saarbrucken,,Germany,49.2401572,6.9969327,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
21.10.1988,Munich,,Germany,48.1351253,11.5819805,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
19.10.1988,Gothenburg,,Sweden,57.70887,11.97456,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
18.10.1988,Lillestrom,,Norway,59.9559696,11.0503785,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
17.10.1988,Stockholm,,Sweden,59.3293235,18.0685808,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
15.10.1988,Helsinki,,Finland,60.1698557,24.9383791,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
13.10.1988,Copenhagen,,Denmark,55.6760968,12.5683372,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
11.10.1988,London,,England,51.5073509,-0.1277583,Damaged Justice,2,19,0,1,4,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
10.10.1988,London,,England,51.5073509,-0.1277583,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
09.10.1988,London,,England,51.5073509,-0.1277583,Damaged Justice,2,19,1,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Damage,Inc.,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,Whiplash
08.10.1988,Manchester,,England,53.4807593,-2.2426305,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
06.10.1988,Newcastle,,England,54.978252,-1.61778,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
04.10.1988,Dublin,,Ireland,53.3498053,-6.2603097,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.10.1988,Dublin,,Ireland,53.3498053,-6.2603097,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
01.10.1988,Belfast,,Northern Ireland,54.597285,-5.93012,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
30.09.1988,Sheffield,,England,53.381129,-1.470085,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
29.09.1988,Birmingham,,England,52.486243,-1.890401,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
28.09.1988,Newport,,Wales,51.584151,-2.997664,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
26.09.1988,Bradford,,England,53.795984,-1.759398,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
25.09.1988,Edinburgh,,Scotland,55.953252,-3.188267,Damaged Justice,2,19,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,"Damage, Inc."
24.09.1988,Edinburgh,,Scotland,55.953252,-3.188267,Damaged Justice,3,20,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,Blitzkrieg
22.09.1988,Barcelona,,Spain,41.3850639,2.1734035,Damaged Justice,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
21.09.1988,Montpellier,,France,43.610769,3.876716,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
20.09.1988,Toulon,,France,43.124228,5.928,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
18.09.1988,Madrid,,Spain,40.4167754,-3.7037902,Damaged Justice,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
17.09.1988,Pamplona,,Spain,42.812526,-1.6457745,Damaged Justice,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
15.09.1988,Bern,,Switzerland,46.9479739,7.4474468,Damaged Justice,2,19,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,"Damage, Inc."
14.09.1988,Milan,,Italy,45.4642035,9.189982,Damaged Justice,2,19,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,"Damage, Inc."
13.09.1988,Padova,,Italy,45.4064349,11.8767611,Damaged Justice,2,19,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,"Damage, Inc."
11.09.1988,Budapest,,Hungary,47.497912,19.040235,Damaged Justice,2,19,2,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,Whiplash,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,"Damage, Inc."
30.07.1988,Denver,Colorado,United States,39.7392358,-104.990251,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
27.07.1988,Seattle,Washington,United States,47.6062095,-122.3320708,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
24.07.1988,Los Angeles,California,United States,34.0522342,-118.2436849,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
20.07.1988,Spokane,Washington,United States,47.6587802,-117.4260465,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
16.07.1988,San Francisco,California,United States,37.7749295,-122.4194155,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
13.07.1988,Minneapolis,Minnesota,United States,44.977753,-93.2650108,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
10.07.1988,Kansas City,Missouri,United States,39.0997265,-94.5785667,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
09.07.1988,Memphis,Tennessee,United States,35.1495343,-90.0489801,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
06.07.1988,Indianapolis,Indiana,United States,39.768403,-86.158068,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
03.07.1988,Dallas,Texas,United States,32.7766642,-96.7969879,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
02.07.1988,Houston,Texas,United States,29.7604267,-95.3698028,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
27.06.1988,East Rutherford,New Jersey,United States,40.833989,-74.0970865,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
26.06.1988,East Rutherford,New Jersey,United States,40.833989,-74.0970865,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
25.06.1988,Portland,Maine,United States,43.6590993,-70.2568189,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
23.06.1988,Akron,Ohio,United States,41.0814447,-81.5190053,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
22.06.1988,Akron,Ohio,United States,41.0814447,-81.5190053,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
19.06.1988,Buffalo,New York,United States,42.8864468,-78.8783689,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
18.06.1988,Detroit,Michigan,United States,42.331427,-83.0457538,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
17.06.1988,Detroit,Michigan,United States,42.331427,-83.0457538,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
15.06.1988,Pittsburgh,Pennsylvania,United States,40.4406248,-79.9958864,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
12.06.1988,Boston,Massachusetts,United States,42.3600825,-71.0588801,Van Halens Monsters of Rock,1,8,0,2,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,,,Battery
11.06.1988,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
10.06.1988,Washington,D.C.,United States,38.9071923,-77.0368707,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
05.06.1988,Tampa,Florida,United States,27.950575,-82.4571776,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
04.06.1988,Miami,Florida,United States,25.7616798,-80.1917902,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
29.05.1988,East Troy,Wisconsin,United States,42.7852922,-88.405096,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
28.05.1988,East Troy,Wisconsin,United States,42.7852922,-88.405096,Van Halens Monsters of Rock,1,10,1,3,2,0,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,,Battery
27.05.1988,East Troy,Wisconsin,United States,42.7852922,-88.405096,Van Halens Monsters of Rock,1,11,1,3,2,1,0,0,0,0,0,0,0,Creeping Death,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Whiplash,Fade to Black,Seek and Destroy,Master of Puppets,,,,,,,,,,,,,,,,,,,,Battery
